category,cooking_method,cuisine,image,ingredients,prep_time,recipe_name,serves,tags
,"['Prepare all side dishes separately before arranging the khaja set. Lightly clean and fluff the beaten rice so it remains crisp. Prepare spicy potato achar by mixing boiled potatoes with mustard oil, chillies, salt, and spices. Grill or roast the buff choila until smoky and flavorful. Boil eggs until firm and peel carefully.', 'Arrange beaten rice neatly on serving plates or traditional trays. Place portions of buff choila, spicy potato achar, roasted soybeans, and boiled eggs beside the beaten rice. Sprinkle timur powder lightly over the platter for aroma and drizzle a small amount of mustard oil on top. Serve immediately as a complete traditional Newari snack meal.']",['Nepali'],https://images.unsplash.com/photo-1551248429-40975aa4de74?w=800&q=80,"['2 cups beaten rice (chiura)', '200 grams buff choila', '4 boiled eggs', '1 cup spicy potato achar', '1/2 cup roasted soybeans', '2 tablespoons mustard oil', '1 teaspoon timur powder']",35 minutes,Newari Khaja Set,4 servings,"Vegetarian, Main Course"
,"['Take fresh beaten rice and lightly loosen it with your hands so it stays airy and crisp. Arrange it in serving bowls or plates. Roast peanuts lightly in a dry pan until aromatic if they are not already roasted. Prepare spicy buff choila separately with grilled buffalo meat and spices.', 'Place roasted peanuts and buff choila alongside the beaten rice. Garnish with thinly sliced onions and a small sprinkle of salt. Traditionally this set is served during festivals and family gatherings together with small cups of homemade aila.']",['Nepali'],https://images.unsplash.com/photo-1603105037880-880cd4edfb0d?w=800&q=80,"['2 cups beaten rice', '1 cup roasted peanuts', '1 cup spicy buff choila', '4 small cups aila', '1 onion sliced', '1 teaspoon salt']",20 minutes,Chiura with Aila Set,4 servings,"Vegetarian, Traditional"
,"['Place the black beaten rice into a large bowl and lightly rinse it quickly if desired, making sure not to soak it too long as it may become soft. Drain thoroughly and allow excess moisture to evaporate. Add roasted soybeans, chopped onions, and green chillies into the bowl.', 'Drizzle mustard oil over the mixture and sprinkle salt evenly. Toss everything thoroughly using clean hands or a spoon until the ingredients are well combined. Let the mixture rest for a few minutes so the flavors blend together before serving fresh.']",['Nepali'],https://images.unsplash.com/photo-1542010589005-d1eaab3cbf88?w=800&q=80,"['2 cups black beaten rice', '1 tablespoon mustard oil', '1/2 teaspoon salt', '1/2 cup roasted soybeans', '1 onion chopped', '1 green chilli chopped']",15 minutes,Haku Baji (Black Rice Beaten Rice),4 servings,"Vegetarian, Main Course"
,['Heat oil in a frying pan and fry eggs to your preference. Place beaten rice onto serving plates and top with fried eggs. Sprinkle black pepper and salt over the eggs and garnish with sliced onions.'],['Nepali'],https://images.unsplash.com/photo-1548940740-a09f9a3d09ce?w=800&q=80,"['2 cups beaten rice', '4 eggs', '1 tablespoon oil', '1 teaspoon salt', '1/2 teaspoon black pepper', '1 onion sliced']",15 minutes,Baji with Egg,4 servings,"Egg, Main Course"
,"['Boil potatoes until tender, peel them, and cut into cubes. In a bowl combine potatoes with onion, green chillies, and coriander leaves. Heat mustard oil slightly and pour over the mixture. Add sesame seeds, salt, and lemon juice. Toss thoroughly and let rest for 10 minutes before serving.']",['Nepali'],https://images.unsplash.com/photo-1559058989-5d1e5e7f0bce?w=800&q=80,"['4 potatoes boiled and cubed', '1 onion chopped', '2 green chillies chopped', '1 tablespoon mustard oil', '1 teaspoon sesame seeds', '1 tablespoon lemon juice', '1 teaspoon salt', '2 tablespoons coriander leaves']",25 minutes,Sandheko Aloo (Spiced Potato Salad),4 servings,"Vegetarian, Main Course"
,['Soak masyaura briefly in warm water. Heat oil in a pan and sauté onions until golden. Add tomatoes and spices and cook into a thick masala. Add potatoes and masyaura with water and simmer until everything becomes soft and flavorful.'],['Nepali'],https://images.unsplash.com/photo-1571167541620-70f394f0d8e0?w=800&q=80,"['2 cups masyaura', '2 potatoes cubed', '1 onion chopped', '2 tomatoes chopped', '2 tablespoons oil', '1 teaspoon turmeric powder', '1 teaspoon cumin powder', '1 teaspoon salt']",30 minutes,Masyaura Ko Tarkari,5 servings,"Vegetarian, Main Course"
,"['Grind soaked lentils into a thick paste and mix with chopped colocasia leaves, turmeric, and salt. Shape into small nuggets and place under direct sunlight for several hours or until completely dry. Store in airtight containers and fry or cook in curries when needed.']",['Nepali'],https://images.unsplash.com/photo-1555939594-77e04cd3ad8e?w=800&q=80,"['2 cups black lentils soaked', '1 cup colocasia leaves chopped', '1 teaspoon turmeric powder', '1 teaspoon salt']",12 hours including drying,Masyaura (Sun-dried Lentil Nuggets),6 servings,"Vegetarian, Main Course"
,['Heat oil in a deep pan over medium heat. Fry masyaura in batches until puffed and crispy. Remove excess oil and sprinkle chilli powder and salt while still warm.'],['Nepali'],https://images.unsplash.com/photo-1600891964599-f61ba0e24092?w=800&q=80,"['2 cups dried masyaura', 'oil for frying', '1 teaspoon chilli powder', '1/2 teaspoon salt']",15 minutes,Fried Masyaura,4 servings,"Vegetarian, Main Course"
,"['Grind soaked lentils into a smooth batter and mix with onion, chillies, cumin powder, and salt. Heat a small amount of oil in a pan and spread batter into pancake shapes. Cook on both sides until golden brown and serve as part of a platter.']",['Nepali'],https://images.unsplash.com/photo-1565299624946-b28f40a0ca4b?w=800&q=80,"['2 cups black lentils soaked', '1 onion chopped', '2 green chillies chopped', '1 teaspoon cumin powder', '1 teaspoon salt', 'oil for frying']",40 minutes,Woh Platter,4 servings,"Vegetarian, Main Course"
,['Arrange all prepared items separately on a large platter. Sprinkle mustard oil lightly over the appetizers for aroma. Serve immediately as a traditional Newari starter selection.'],['Nepali'],https://images.unsplash.com/photo-1571167452520-0e1a4e6cb2d5?w=800&q=80,"['1 cup beaten rice', '1 cup choila', '1 cup spicy potato achar', '1/2 cup roasted soybeans', '4 boiled eggs sliced', '1 tablespoon mustard oil']",45 minutes,Mixed Newari Appetiser Platter,5 servings,"Vegetarian, Main Course"
,['Boil the milk and simmer until slightly thickened. Allow it to cool until lukewarm and mix in the yogurt starter and sugar. Pour into clay pots and cover. Leave undisturbed in a warm place for several hours until thick yogurt forms.'],['Nepali'],https://images.unsplash.com/photo-1565557623262-b51206e893e7?w=800&q=80,"['1 liter full cream milk', '2 tablespoons yogurt starter culture', '2 tablespoons sugar']",8 hours including setting,Dhau (Newari Thick Yogurt),4 servings,"Vegetarian, Main Course"
,['Simmer buffalo milk until rich and creamy. Cool slightly and stir in yogurt culture and sugar. Transfer into traditional clay pots and allow to ferment overnight in a warm environment until thick and creamy.'],['Nepali'],https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=800&q=80,"['1 liter buffalo milk', '3 tablespoons yogurt culture', '3 tablespoons sugar']",10 hours including fermentation,Juju Dhau (King of Yogurt),4 servings,"Vegetarian, Main Course"
,['Whisk thick yogurt until smooth and creamy. Add honey and cardamom powder and mix thoroughly. Garnish with chopped nuts before serving chilled.'],['Nepali'],https://images.unsplash.com/photo-1567620905732-2d1ec7ab7445?w=800&q=80,"['2 cups thick yogurt', '3 tablespoons honey', '2 tablespoons chopped nuts', '1/2 teaspoon cardamom powder']",15 minutes,Tahu Gwa (Sweet Curd Dessert),4 servings,"Vegetarian, Dessert"
,['Place juju dhau into serving bowls and top with fresh fruits. Drizzle honey over the yogurt and chill briefly before serving.'],['Nepali'],https://images.unsplash.com/photo-1512058564366-18510be2db19?w=800&q=80,"['2 cups juju dhau', '1 banana sliced', '1 apple diced', '1/2 cup pomegranate seeds', '2 tablespoons honey']",15 minutes,Ju Ju Dhau with Fruits,4 servings,"Vegetarian, Main Course"
,['Prepare a soft dough using rice flour and warm water. Shape the dough into cone-like dumplings and fill with chaku and sesame mixture. Seal carefully and steam for 15–20 minutes until glossy and cooked.'],['Nepali'],https://images.unsplash.com/photo-1574484284002-952d92456975?w=800&q=80,"['2 cups rice flour', '1 cup chaku molasses filling', '1/2 cup sesame seeds', 'warm water as needed']",1 hour,Yomari Punhi Special Yomari,6 servings,"Vegetarian, Dessert"
,['Boil soaked peas until soft. In another pot sauté onion and garlic until fragrant. Add turmeric and cooked peas with water. Simmer until thick and flavorful.'],['Nepali'],https://images.unsplash.com/photo-1547592180-85f173990554?w=800&q=80,"['1 cup dried peas soaked overnight', '1 onion chopped', '2 cloves garlic minced', '1 teaspoon turmeric powder', '1 teaspoon salt', '5 cups water']",35 minutes,Kwa Cha (Dried Pea Soup),5 servings,"Vegetarian, Soup"
,"['Wash dried greens thoroughly and boil in water until soft. Add tomatoes, garlic, and salt. Simmer gently until flavors blend together.']",['Nepali'],https://images.unsplash.com/photo-1596797038530-2c107229654b?w=800&q=80,"['2 cups dried greens', '1 tomato chopped', '2 cloves garlic minced', '1 teaspoon salt', '4 cups water']",30 minutes,Titi (Dried Greens Soup),4 servings,"Vegetarian, Soup"
,"['Grind soaked lentils into a smooth batter. Mix with cumin, chilli, and salt. Spread portions in a lightly oiled pan and cook both sides until golden.']",['Nepali'],https://images.unsplash.com/photo-1455619452474-d2be8b1ae538?w=800&q=80,"['2 cups white lentils soaked', '1 teaspoon cumin powder', '1 green chilli chopped', '1 teaspoon salt', 'oil for frying']",35 minutes,Sweta Wo,4 servings,"Vegetarian, Main Course"
,['Cook fish pieces slowly with spices and water until gelatin releases into the broth. Add tomatoes and simmer until the curry thickens naturally. Serve warm.'],['Nepali'],https://images.unsplash.com/photo-1504674900247-0877df9cc836?w=800&q=80,"['300 grams fish pieces', '1 tablespoon ginger garlic paste', '1 teaspoon turmeric powder', '1 teaspoon cumin powder', '1 tomato chopped', '1 teaspoon salt', '5 cups water']",45 minutes,Sanya Khuna (Fish Gelatin Curry),5 servings,"Non-Vegetarian, Main Course"
,"['Wash buffalo bones thoroughly and boil with water. Skim off impurities from the top. Add onion, ginger garlic paste, turmeric, and salt. Simmer slowly for 1.5 to 2 hours until the broth becomes rich and flavorful.']",['Nepali'],https://images.unsplash.com/photo-1490645935967-10de6ba17061?w=800&q=80,"['1 kilogram buffalo bones', '1 onion chopped', '1 tablespoon ginger garlic paste', '1 teaspoon turmeric powder', '1 teaspoon salt', '8 cups water']",2 hours,Buffalo Bone Soup,5 servings,"Non-Vegetarian, Soup"
,['Heat mustard oil and sauté onions until golden brown. Add tomatoes and spices and cook into a thick masala. Add boiled eggs and coat well with the gravy. Simmer for several minutes before serving.'],['Nepali'],https://images.unsplash.com/photo-1540189549336-e6e99e49c67f?w=800&q=80,"['6 boiled eggs', '1 onion chopped', '2 tomatoes chopped', '2 tablespoons mustard oil', '1 teaspoon turmeric powder', '1 teaspoon cumin powder', '1 teaspoon chilli powder', '1 teaspoon salt']",30 minutes,Newari Style Egg Curry,4 servings,"Egg, Main Course"
,"['Slice boiled eggs into halves and arrange on a plate. Mix mustard oil, chilli powder, timur powder, salt, and lemon juice into a dressing. Pour over the eggs and serve immediately.']",['Nepali'],https://images.unsplash.com/photo-1476224203421-74177f9f4a76?w=800&q=80,"['6 boiled eggs halved', '1 tablespoon mustard oil', '1 teaspoon chilli powder', '1 teaspoon timur powder', '1 teaspoon salt', '1 tablespoon lemon juice']",15 minutes,Spiced Boiled Egg Newari,4 servings,"Egg, Main Course"
,"['Wash the chicken pieces thoroughly and drain excess water. Heat mustard oil in a heavy-bottomed cooking pot until slightly smoky. Add chopped onions and sauté slowly until deep golden brown. Stir in ginger garlic paste and cook until the raw smell disappears. Add chopped tomatoes and continue cooking while stirring until the tomatoes soften into a thick masala base.', 'Mix turmeric powder, cumin powder, chilli powder, and salt into the masala. Add chicken pieces and stir continuously so the spices coat every piece evenly. Cover the pot and cook on medium heat, allowing the chicken to release its juices naturally. Stir occasionally to prevent sticking. Add a small amount of hot water if more gravy is desired. Continue simmering until the chicken becomes tender, juicy, and flavorful. Serve hot with rice or beaten rice.']",['Nepali'],https://images.unsplash.com/photo-1414235077428-338989a2e8c0?w=800&q=80,"['700 grams chicken pieces', '1 onion chopped', '2 tomatoes chopped', '1 tablespoon ginger garlic paste', '2 tablespoons mustard oil', '1 teaspoon turmeric powder', '1 teaspoon cumin powder', '1 teaspoon chilli powder', '1 teaspoon salt']",45 minutes,Chicken Newari Curry,5 servings,"Non-Vegetarian, Main Course"
,"['Clean the pork belly thoroughly and cut it into medium cubes with both meat and fat layers intact. In a large bowl combine ginger garlic paste, turmeric powder, chilli powder, salt, and mustard oil. Rub the marinade well into the pork pieces and let them rest for at least 30 minutes.', 'Place the marinated pork into a heavy pan or kadai over medium-low heat. Cook slowly while stirring occasionally. The pork fat will gradually melt and release oil naturally. Continue cooking until the meat becomes tender inside and slightly crispy on the edges. Adjust seasoning if needed and serve hot.']",['Nepali'],https://images.unsplash.com/photo-1482049016688-2d3e1b311543?w=800&q=80,"['700 grams pork belly cubed', '1 tablespoon ginger garlic paste', '1 teaspoon turmeric powder', '1 teaspoon chilli powder', '1 teaspoon salt', '2 tablespoons mustard oil']",1 hour,Pork Belly Newari Style,5 servings,"Non-Vegetarian, Main Course"
,"['Wash the buffalo lung very thoroughly with clean water several times to remove impurities. Prepare the stuffing by mixing minced meat with chopped onion, cumin powder, turmeric powder, and salt. Carefully fill the lung cavity with the seasoned meat mixture and tie the opening securely with kitchen thread.', 'Place the stuffed lung into a large pot with enough water to cover it completely. Boil slowly over medium heat for more than an hour until the lung and stuffing are fully cooked. Remove carefully and allow it to cool slightly before slicing into portions. Serve warm with achar or chiura.']",['Nepali'],https://images.unsplash.com/photo-1473093295043-cdd812d0e601?w=800&q=80,"['1 cleaned buffalo lung', '200 grams minced meat', '1 onion chopped', '1 teaspoon cumin powder', '1 teaspoon turmeric powder', '1 teaspoon salt']",1 hour 30 minutes,Sapu Mhicha (Stuffed Lung Newari),4 servings,"Non-Vegetarian, Main Course"
,"['Slice prepared sapu mhicha into medium-thick pieces. Heat oil in a flat frying pan over medium heat. Arrange the slices in a single layer and fry until the outer surface becomes crispy and browned. Turn occasionally so both sides cook evenly.', 'Sprinkle chilli powder and salt while the slices are still hot so the seasoning sticks properly. Continue frying briefly for extra crispiness if desired. Serve immediately while hot.']",['Nepali'],https://images.unsplash.com/photo-1466637574441-749b8f19452f?w=800&q=80,"['prepared sapu mhicha slices', '2 tablespoons oil', '1 teaspoon chilli powder', '1/2 teaspoon salt']",20 minutes,Fried Sapu Mhicha,4 servings,"Vegetarian, Main Course"
,"['Clean the buffalo tripe thoroughly with warm water and salt several times to remove odor and impurities. Boil the tripe in water until tender, then drain and cut into bite-sized strips.', 'Heat a cooking pan and sauté onions until lightly golden. Add ginger garlic paste and cook until aromatic. Stir in turmeric powder, chilli powder, and salt. Add the boiled tripe pieces and fry while stirring continuously so the spices coat evenly. Cook for several more minutes until flavorful and slightly crispy.']",['Nepali'],https://images.unsplash.com/photo-1512621776951-a57141f2eefd?w=800&q=80,"['500 grams buffalo tripe cleaned', '1 onion chopped', '1 tablespoon ginger garlic paste', '1 teaspoon turmeric powder', '1 teaspoon chilli powder', '1 teaspoon salt']",1 hour,Spiced Buffalo Tripe,5 servings,"Non-Vegetarian, Main Course"
,"['Wash the buffalo heart thoroughly and remove any tough membranes before slicing thinly. In a bowl combine mustard oil, chilli powder, cumin powder, lemon juice, and salt. Add the sliced heart pieces and mix thoroughly so all pieces are evenly coated. Allow the meat to marinate for around 30 minutes.', 'Heat a grill pan or heavy skillet over high heat. Cook the marinated heart slices in batches so they sear properly instead of steaming. Fry until fully cooked with slightly charred edges while keeping the inside tender. Serve hot with spicy achar.']",['Nepali'],https://images.unsplash.com/photo-1498837167922-ddd27525d352?w=800&q=80,"['400 grams buffalo heart sliced', '1 tablespoon mustard oil', '1 teaspoon chilli powder', '1 teaspoon cumin powder', '1 tablespoon lemon juice', '1 teaspoon salt']",45 minutes,Marinated Buffalo Heart,4 servings,"Non-Vegetarian, Main Course"
,"['Wash the buffalo tongue thoroughly and place it in a large pot with enough water to boil. Simmer slowly for over an hour until the tongue becomes tender. Remove from the water and peel off the thick outer skin while still warm. Slice the tongue into thin pieces.', 'Heat oil in a frying pan and sauté sliced onions until golden brown. Add ginger garlic paste and cook until aromatic. Stir in turmeric powder, chilli powder, and salt. Add sliced tongue pieces and fry over medium heat while stirring occasionally until slightly crispy on the edges and fully coated with spices. Serve hot as a traditional side dish.', 'Serves: 5', 'Prep Time: 1 hour 30 minutes', ""Ingredients:\n('1 buffalo tongue cleaned', '1 onion sliced', '1 tablespoon ginger garlic paste', '1 teaspoon turmeric powder', '1 teaspoon chilli powder', '1 teaspoon salt', '2 tablespoons oil')"", 'Cooking Method (Recipe):\nBoil buffalo tongue until tender and peel off outer skin. Slice thinly. Heat oil in a pan and sauté onions with ginger garlic paste and spices. Add sliced tongue and fry until slightly crispy and flavorful.']",['Nepali'],https://images.unsplash.com/photo-1567620832903-9fc6debc209f?w=800&q=80,"['1 buffalo tongue cleaned', '1 onion sliced', '1 tablespoon ginger garlic paste', '1 teaspoon turmeric powder', '1 teaspoon chilli powder', '1 teaspoon salt', '2 tablespoons oil']",1 hour 30 minutes,Buff Tongue Fry,5 servings,"Non-Vegetarian, Main Course"
,"['Thoroughly wash the buffalo spleen under running cold water, remove any outer membranes or impurities, and slice it into thin bite-sized pieces. Marinate the slices with ½ teaspoon turmeric, salt, and a little ginger-garlic paste for 15–20 minutes. Heat 3 tablespoons mustard oil in a heavy kadai or pan over medium-high flame until it begins to smoke lightly. Add finely chopped onions and sauté for 7–8 minutes, stirring frequently until they turn deep golden brown. Add minced garlic, ginger, and chopped green chilies; stir-fry for 1–2 minutes until the raw aroma disappears. Lower the heat to medium, add the remaining turmeric, cumin powder, and coriander powder, and cook for 30–40 seconds. Add the marinated spleen pieces and stir-fry continuously on medium-high heat for 12–15 minutes until the pieces are well coated, slightly browned at the edges, and cooked through. Sprinkle timur powder and freshly chopped cilantro, mix well, and cook for another minute. Turn off the heat. Serve hot with chiura or dal bhat. The texture should be tender yet slightly chewy.']",['Nepali'],https://images.unsplash.com/photo-1563379091054-1e4dddd2fbdc?w=800&q=80,"['500g buffalo spleen cleaned and sliced', '2 onions finely chopped', '4 cloves garlic minced', '1 inch ginger minced', '2 green chilies chopped', '1 tsp turmeric powder', '1 tsp cumin powder', '1 tsp coriander powder', '1/2 tsp timur powder', '3 tbsp mustard oil', 'Salt to taste', 'Fresh cilantro']",45 minutes,Spiced Buffalo Spleen,4 servings,"Non-Vegetarian, Main Course"
,"['Cook the egg noodles in boiling water according to package instructions (usually 4–5 minutes) until just al dente. Drain, rinse under cold water to stop cooking, and keep aside. In a large soup pot, heat 2 tablespoons mustard oil over medium heat. Add minced garlic and ginger, sauté for 30–40 seconds until fragrant. Add sliced onion and cook for 3–4 minutes until soft and translucent. Increase to medium-high heat, add shredded cabbage and julienned carrot, and stir-fry for 2–3 minutes so the vegetables remain slightly crunchy. Pour in 4 cups broth, add turmeric, salt, and black pepper. Bring to a vigorous boil, then reduce heat and simmer gently for 8–10 minutes to develop flavor. Add the cooked noodles and simmer for another 2–3 minutes. Check seasoning. Garnish generously with chopped cilantro and green onions right before serving. Serve piping hot.']",['Nepali'],https://images.unsplash.com/photo-1551248429-40975aa4de74?w=800&q=80,"['200g egg noodles', '4 cups chicken or bone broth', '1 cup shredded cabbage', '1 carrot julienned', '1 onion sliced', '4 cloves garlic minced', '1 inch ginger minced', '2 tbsp mustard oil', '1 tsp turmeric', 'Salt and pepper', 'Fresh cilantro and green onions']",35 minutes,Newari Noodle Soup,4 servings,"Vegetarian, Soup"
,"['Slightly mash the warm cooked rice using the back of a spoon, keeping some grain texture. Heat 2 tablespoons ghee in a pan over medium heat. Add fenugreek seeds and dried red chilies; let them crackle and turn dark (20–30 seconds — do not burn). Quickly add turmeric and salt, stir for 10 seconds. Add the mashed rice immediately and mix thoroughly on medium-low heat for 5–6 minutes, pressing and stirring continuously so the rice absorbs all the tempered flavors. Remove from heat and let it cool for 2 minutes. Gently fold in beaten yogurt until creamy and uniform. Garnish with fresh cilantro and serve warm or at room temperature as a comforting Newari dish.']",['Nepali'],https://images.unsplash.com/photo-1603105037880-880cd4edfb0d?w=800&q=80,"['2 cups cooked rice', '1/2 cup yogurt', '2 tbsp ghee', '1 tsp fenugreek seeds', '1/2 tsp turmeric', '2 dried red chilies', 'Salt to taste', 'Fresh cilantro']",25 minutes,Pikaa - Newari Rice Paste Dish,4 servings,"Vegetarian, Main Course"
,"['Soak chiura in clean water for 1–2 minutes, then drain completely and press gently to remove excess water. In a large bowl, whisk the thick yogurt vigorously until smooth and creamy. Add sugar or crushed jaggery and cardamom powder; mix until fully dissolved. Gently fold in the drained chiura, mixing lightly so the beaten rice retains some crunch and does not turn soggy. Garnish with chopped almonds or pistachios. Serve immediately as a refreshing snack or light dessert.']",['Nepali'],https://images.unsplash.com/photo-1542010589005-d1eaab3cbf88?w=800&q=80,"['2 cups thick Newari dhau (juju dhau preferred)', '2 cups chiura (beaten rice)', '2 tbsp sugar or jaggery', '1/4 tsp cardamom powder', 'Chopped nuts for garnish']",10 minutes,Dhau Baji - Yogurt with Beaten Rice,4 servings,"Vegetarian, Main Course"
,"['Heat 1 tablespoon ghee in a small pan over medium heat. Add chiura and roast for 2 minutes, stirring constantly until fragrant and lightly crisp. In a mixing bowl, beat thick yogurt with sugar and cardamom powder until light and fluffy. Add the roasted chiura and fold gently. Soak saffron strands in 1 teaspoon warm milk for 5 minutes and drizzle over the top for beautiful color and aroma. Garnish with chopped almonds. Serve chilled or at room temperature.']",['Nepali'],https://images.unsplash.com/photo-1548940740-a09f9a3d09ce?w=800&q=80,"['2 cups thick yogurt (dhau)', '1.5 cups chiura', '4 tbsp sugar', '1/2 tsp cardamom', '1 tbsp ghee', 'Saffron strands (optional)', 'Chopped almonds']",12 minutes,Sweet Dhau with Chiura,4 servings,"Vegetarian, Dessert"
,"['Place a heavy pan or kadai on medium flame. Add raw peanuts and dry roast for 8–10 minutes, stirring frequently until they turn golden, become aromatic, and develop small cracks on the skin. Drizzle 1 teaspoon mustard oil around the pan, add timur powder, red chili powder, and salt. Toss vigorously for 1–2 minutes so spices coat evenly. Turn off heat and allow peanuts to cool completely in the pan to achieve maximum crispiness. Serve as a crunchy accompaniment.']",['Nepali'],https://images.unsplash.com/photo-1559058989-5d1e5e7f0bce?w=800&q=80,"['2 cups raw peanuts', '1 tsp timur powder', '1/2 tsp red chili powder', '1/2 tsp salt', '1 tsp mustard oil']",15 minutes,Newari Style Roasted Peanuts,4 servings,"Vegetarian, Main Course"
,"['After overnight soaking, boil the peas with a pinch of salt for 15–18 minutes until tender but firm. Drain thoroughly and pat dry. Heat 1 tablespoon mustard oil in a wok over medium-high heat. Add boiled peas and stir-fry for 6–8 minutes until they develop a light crispy exterior. Sprinkle cumin powder, chili powder, timur, and salt. Toss on high heat for 1–2 minutes. Serve warm with fresh onion slices.']",['Nepali'],https://images.unsplash.com/photo-1571167541620-70f394f0d8e0?w=800&q=80,"['1 cup dried green peas soaked overnight', '1 tsp cumin powder', '1/2 tsp chili powder', '1/2 tsp timur', 'Salt to taste', '1 tbsp mustard oil', 'Onion slices']",20 minutes (plus soaking),Dried Pea Snack,4 servings,"Vegetarian, Snack"
,"['Clean brains well and boil in salted water for 8–10 minutes. Drain and cut into small chunks. Heat mustard oil over medium heat, add onions and sauté for 7–8 minutes until deep golden. Add garlic, ginger, and green chilies; cook 2 minutes. Add turmeric and salt, then gently add brain pieces. Stir-fry carefully on medium heat for 10–12 minutes. Sprinkle garam masala and cilantro in the last 2 minutes. Serve hot.']",['Nepali'],https://images.unsplash.com/photo-1555939594-77e04cd3ad8e?w=800&q=80,"['2 buffalo brains cleaned', '2 onions finely chopped', '4 cloves garlic', '1 inch ginger', '2 green chilies', '1 tsp turmeric', '1 tsp garam masala', '3 tbsp mustard oil', 'Salt to taste', 'Cilantro']",40 minutes,Buff Brain Fry,4 servings,"Non-Vegetarian, Main Course"
,"['Wash tail pieces thoroughly. Pressure cook with turmeric, salt, bay leaves, garlic, ginger, and water for 45–50 minutes until meat is very tender. In a pot, sauté onion until golden, add chopped tomatoes and cook until soft. Pour in the cooked tail with broth and simmer on low heat for 15–20 minutes. Garnish with cilantro and serve piping hot.']",['Nepali'],https://images.unsplash.com/photo-1600891964599-f61ba0e24092?w=800&q=80,"['1 kg buffalo tail cut into pieces', '1 onion chopped', '2 tomatoes', '4 garlic cloves', '1 inch ginger', '1 tsp turmeric', '2 bay leaves', 'Salt to taste', 'Fresh cilantro']",1 hour 10 minutes,Buff Tail Soup,4 servings,"Non-Vegetarian, Soup"
,"['Pressure cook bones with turmeric, salt, garlic, and ginger for 35–40 minutes. Heat oil, temper cumin seeds, sauté onion until golden, then add tomatoes. Add cooked bones and broth, simmer 15 minutes. Finish with timur and cilantro. Serve very hot.']",['Nepali'],https://images.unsplash.com/photo-1565299624946-b28f40a0ca4b?w=800&q=80,"['1 kg buffalo marrow bones', '1 onion', '2 tomatoes chopped', '6 garlic cloves', '1 inch ginger', '1 tsp turmeric', '1 tsp cumin seeds', 'Salt to taste', 'Cilantro and timur']",50 minutes,Buff Marrow Bone Soup,4 servings,"Non-Vegetarian, Soup"
,"['Pressure cook cleaned trotters with salt and turmeric until very soft (about 45 minutes). Heat mustard oil, sauté onions, garlic and ginger until golden. Add coriander powder and cooked trotters. Stir-fry on high heat for 10–15 minutes until well coated. Finish with garam masala. Serve hot.']",['Nepali'],https://images.unsplash.com/photo-1571167452520-0e1a4e6cb2d5?w=800&q=80,"['1 kg buffalo trotters cleaned', '2 onions', '4 garlic', '1 inch ginger', '2 tsp coriander powder', '1 tsp garam masala', '3 tbsp mustard oil', 'Salt to taste']",1 hour,Spiced Trotters,4 servings,"Non-Vegetarian, Main Course"
,"['Mix yogurt, ginger-garlic paste, timur, cumin, turmeric, mustard oil and salt into a marinade. Coat chicken pieces well and marinate for at least 30 minutes. Heat a pan and cook marinated chicken on medium heat, turning occasionally until tender and browned. Serve with baji or rice.']",['Nepali'],https://images.unsplash.com/photo-1565557623262-b51206e893e7?w=800&q=80,"['800g chicken pieces', '1 cup yogurt', '2 tbsp ginger-garlic paste', '1 tsp timur', '1 tsp cumin', '1/2 tsp turmeric', '2 tbsp mustard oil', 'Salt to taste']",50 minutes (including marination),Newari Marinated Chicken,4 servings,"Non-Vegetarian, Main Course"
,"['Prepare or assemble traditional items like spiced choila, bara, fried chiura, boiled egg, and pickles. Arrange beautifully on a large platter or banana leaf following traditional Newari presentation. Serve during ceremonies.']",['Nepali'],https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=800&q=80,"['C', 'h', 'i', 'u', 'r', 'a', ',', ' ', 'b', 'a', 'r', 'a', ',', ' ', 'c', 'h', 'o', 'i', 'l', 'a', ',', ' ', 'f', 'r', 'i', 'e', 'd', ' ', 'p', 'e', 'a', 's', ',', ' ', 'e', 'g', 'g', ',', ' ', 'a', 'c', 'h', 'a', 'r', ',', ' ', 'a', 'n', 'd', ' ', 'a', 's', 's', 'o', 'r', 't', 'e', 'd', ' ', 'N', 'e', 'w', 'a', 'r', 'i', ' ', 'i', 't', 'e', 'm', 's']",40 minutes,Sagan Set - Newari Ceremonial Platter,4 servings,"Vegetarian, Main Course"
